Scope,Project,Namespace,Type,Member,Maintainability Index,Cyclomatic Complexity,Depth of Inheritance,Class Coupling,Lines of Source code,Lines of Executable code
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ProjectStructureEngine.StructuralSmellType,TimeAbstraction : ProjectStructureEngine.StructuralSmellType,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ProjectStructureEngine.StructuralSmellType,GenericException : ProjectStructureEngine.StructuralSmellType,100,0,,0,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,PublicApiMember, ,100,1,1,0,7,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,PublicApiMember,"PublicApiMember(string, string, string, string?, int)",100,1,,0,7,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,PublicApiMember,Kind : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,PublicApiMember,ContainingType : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,PublicApiMember,Signature : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,PublicApiMember,FilePath : string?,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,PublicApiMember,Line : int,100,0,,0,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ReadonlyFieldCandidate, ,100,1,1,0,6,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ReadonlyFieldCandidate,"ReadonlyFieldCandidate(string, string, string, int)",100,1,,0,6,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ReadonlyFieldCandidate,ClassName : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ReadonlyFieldCandidate,FieldName : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ReadonlyFieldCandidate,FieldType : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ReadonlyFieldCandidate,Line : int,100,0,,0,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine, ,43,514,1,179,3602,1464
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,_logger : ILogger<RefactoringEngine>,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,_config : SentinelConfiguration,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,separator : string[],87,0,,0,1,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"RefactoringEngine(ILogger<RefactoringEngine>, PersistentWorkspaceManager, SentinelConfiguration)",79,1,,3,6,3
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"FormatDocumentAsync(FilePath, CancellationToken) : Task<DocumentEditResult>",60,3,,15,22,9
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"ChangeSignatureAsync(FilePath, string, int[], CancellationToken) : Task<Dictionary<FilePath, string>>",31,25,,40,132,73
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"ExtractMethodAsync(FilePath, int, string, int, string, string, CancellationToken) : Task<ExtractMethodResult>",23,34,,71,274,115
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"MoveTypeToFileAsync(FilePath, string, CancellationToken) : Task<Dictionary<FilePath, string>>",43,11,,31,57,32
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"MoveAllTypesToFilesForDocumentAsync(Document, CancellationToken) : Task<Dictionary<FilePath, string>>",43,13,,28,65,34
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"BuildSplitFileRoot(CompilationUnitSyntax, BaseTypeDeclarationSyntax) : (T1, T2)<CompilationUnitSyntax, BaseTypeDeclarationSyntax>",54,2,,17,36,15
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,RemoveOrphanedRegionDirectives(CompilationUnitSyntax) : CompilationUnitSyntax,61,6,,11,27,11
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"MoveAllTypesToFilesAsync(FilePath, CancellationToken) : Task<Dictionary<FilePath, string>>",60,4,,12,17,10
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"MoveAllTypesToFilesInProjectAsync(string, CancellationToken) : Task<Dictionary<FilePath, string>>",57,5,,16,21,12
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"MoveAllTypesToFilesInSolutionAsync(CancellationToken) : Task<Dictionary<FilePath, string>>",59,4,,13,19,11
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"ExtractInterfaceAsync(FilePath, string, string, CancellationToken) : Task<Dictionary<FilePath, string>>",37,14,,52,106,49
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"RenameSymbolAsync(SymbolHandle, string, CancellationToken) : Task<RenameSymbolResult>",46,8,,30,58,28
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"ComputeRenameHunks(string, string, int) : List<RenameHunk>",54,7,,6,26,14
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"FindIdentifierInSnippet(string, string) : int",60,7,,1,23,10
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,IsIdentChar(char) : bool,91,2,,0,1,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"ConvertIndexerToMethodAsync(FilePath, CancellationToken) : Task<DocumentEditResult>",45,15,,34,76,24
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"AddRemoveParamsAsync(FilePath, string, CancellationToken) : Task<DocumentEditResult>",48,8,,25,52,22
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"ReplaceMemberAsync(FilePath, string, string, CancellationToken) : Task<DocumentEditResult>",52,7,,18,45,16
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"AddMemberAsync(FilePath, string, string, CancellationToken) : Task<DocumentEditResult>",51,6,,24,52,17
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"RemoveMemberAsync(FilePath, string, CancellationToken) : Task<DocumentEditResult>",48,9,,23,56,22
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"ConvertToPrimaryConstructorAsync(FilePath, string, CancellationToken) : Task<DocumentEditResult>",47,9,,27,63,23
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"SafeDeleteSymbolAsync(FilePath, string, string?, string?, CancellationToken) : Task<Dictionary<FilePath, string>>",34,26,,42,111,56
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"ConvertExpressionBodyAsync(FilePath, string, string, string?, string?, string?, CancellationToken) : Task<DocumentEditResult>",33,30,,42,162,50
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"ExtractConstantAsync(FilePath, string, string, string, string?, string?, CancellationToken) : Task<DocumentEditResult>",38,11,,43,116,42
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"ExtractLocalVariableAsync(FilePath, string, string?, string?, string?, CancellationToken) : Task<DocumentEditResult>",32,25,,40,195,62
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,HasSideEffects(ExpressionSyntax) : bool,61,6,,12,31,11
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,InferVariableName(ExpressionSyntax) : string,83,1,,11,31,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"AnalyzeControlFlowAsync(FilePath, string, string?, string?, string?, CancellationToken) : Task<ControlFlowSummary>",43,9,,27,60,32
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"AnalyzeDataFlowAsync(FilePath, string, string?, string?, string?, CancellationToken) : Task<DataFlowSummary>",41,9,,27,57,37
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"AddUsingDirectiveAsync(FilePath, string, CancellationToken) : Task<DocumentEditResult>",50,8,,25,60,19
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"AddEnumValueAsync(FilePath, string, string, Nullable<int>, CancellationToken) : Task<DocumentEditResult>",50,6,,24,45,19
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"InsertMemberAfterAsync(FilePath, string, string, string, CancellationToken) : Task<DocumentEditResult>",46,8,,24,64,26
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"InsertMemberBeforeAsync(FilePath, string, string, string, CancellationToken) : Task<DocumentEditResult>",46,8,,24,63,26
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"AddAttributeAsync(FilePath, string, string, CancellationToken) : Task<DocumentEditResult>",44,9,,22,79,30
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"AddBaseTypeAsync(FilePath, string, string, CancellationToken) : Task<DocumentEditResult>",50,7,,26,47,19
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"RemoveAttributeAsync(FilePath, string, string, CancellationToken) : Task<DocumentEditResult>",45,9,,27,62,27
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"RemoveBaseTypeAsync(FilePath, string, string, CancellationToken) : Task<DocumentEditResult>",50,7,,22,49,19
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"ChangeAccessibilityAsync(FilePath, string, string, CancellationToken) : Task<DocumentEditResult>",48,5,,24,65,23
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"AddModifierAsync(FilePath, string, string, CancellationToken) : Task<DocumentEditResult>",47,7,,23,63,24
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"RemoveModifierAsync(FilePath, string, string, CancellationToken) : Task<DocumentEditResult>",47,7,,22,62,24
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"AddSummaryCommentAsync(FilePath, string, string, CancellationToken) : Task<DocumentEditResult>",48,5,,23,56,23
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"AddPropertyAsync(FilePath, string, string, string, string, bool, bool, CancellationToken) : Task<DocumentEditResult>",62,3,,4,6,8
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"AddFieldAsync(FilePath, string, string, string, string, bool, bool, string?, CancellationToken) : Task<DocumentEditResult>",54,4,,6,23,16
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"SortMembersAsync(FilePath, string, CancellationToken) : Task<DocumentEditResult>",48,7,,25,60,23
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"WrapInTryCatchAsync(FilePath, int, int, string, string, string?, CancellationToken) : Task<DocumentEditResult>",38,12,,34,112,47
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"AddConstructorParameterAsync(FilePath, string, string, string, string?, CancellationToken) : Task<DocumentEditResult>",39,13,,38,105,40
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"WrapInRegionAsync(FilePath, int, int, string, CancellationToken) : Task<DocumentEditResult>",51,6,,17,39,18
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,GetMemberName(MemberDeclarationSyntax) : string?,84,2,,11,13,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"SyncInterfaceToImplementationAsync(FilePath, string, string, CancellationToken) : Task<DocumentEditResult>",27,35,,40,206,87
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"UpdateXmlDocsFromSignatureAsync(FilePath, string, CancellationToken) : Task<DocumentEditResult>",35,17,,39,167,55
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"FormatDocumentPreviewAsync(FilePath, CancellationToken) : Task<FormatPreviewResult>",54,4,,17,30,16
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RefactoringEngine,"ComputeFormatHunks(string[], string[], int) : List<FormatHunk>",45,8,,7,69,31
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameFileChange, ,100,1,1,3,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameFileChange,"RenameFileChange(FilePath, List<RenameHunk>)",100,1,,3,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameFileChange,filePath : FilePath,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameFileChange,Hunks : List<RenameHunk>,100,0,,2,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameHunk, ,100,1,1,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameHunk,"RenameHunk(int, string, string, string?, string?)",100,1,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameHunk,LineNumber : int,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameHunk,Before : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameHunk,After : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameHunk,ContextBefore : string?,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameHunk,ContextAfter : string?,100,0,,0,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameImpactPreview, ,100,1,1,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameImpactPreview,"RenameImpactPreview(string, int, int, bool, List<string>)",100,1,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameImpactPreview,SymbolName : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameImpactPreview,TotalReferences : int,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameImpactPreview,FilesAffected : int,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameImpactPreview,HasTestReferences : bool,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameImpactPreview,AffectedFiles : List<string>,100,0,,1,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameSymbolResult, ,97,1,1,4,7,4
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameSymbolResult,"RenameSymbolResult(string, string, Dictionary<FilePath, string>, List<RenameFileChange>, string?)",87,1,,4,7,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameSymbolResult,OldName : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameSymbolResult,NewName : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameSymbolResult,"PendingChanges : Dictionary<FilePath, string>",100,0,,2,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameSymbolResult,FileChanges : List<RenameFileChange>,100,0,,2,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RenameSymbolResult,Error : string?,100,0,,0,1,1
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RepositoryInterfaceResult, ,100,1,1,0,6,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RepositoryInterfaceResult,"RepositoryInterfaceResult(string, string, string, string)",100,1,,0,6,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RepositoryInterfaceResult,InterfaceName : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RepositoryInterfaceResult,InterfaceCode : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RepositoryInterfaceResult,DiRegistrationSnippet : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,RepositoryInterfaceResult,MockSetupSnippet : string,100,0,,0,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SearchResult, ,91,1,1,2,9,8
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SearchResult,"SearchResult(FilePath, string, string, Nullable<int>, string?)",80,1,,2,9,4
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SearchResult,FilePath : FilePath,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SearchResult,MemberName : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SearchResult,Detail : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SearchResult,Line : Nullable<int>,100,0,,1,1,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SearchResult,ContextSnippet : string?,100,0,,0,1,1
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticRefactoringLibrary, ,50,32,1,51,238,87
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticRefactoringLibrary,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticRefactoringLibrary,SemanticRefactoringLibrary(PersistentWorkspaceManager),96,1,,1,4,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticRefactoringLibrary,"InlineVariableAsync(FilePath, string, CancellationToken) : Task<string>",40,16,,31,118,42
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticRefactoringLibrary,NeedsParenthesization(ExpressionSyntax) : bool,100,1,,1,9,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticRefactoringLibrary,"ConvertPropertyToMethodsAsync(FilePath, string, string, CancellationToken) : Task<DocumentEditResult>",49,8,,39,51,18
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticRefactoringLibrary,"WrapInUsingAsync(FilePath, int, int, string, CancellationToken) : Task<DocumentEditResult>",46,6,,34,47,25
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticSearchEngine, ,50,42,1,54,230,75
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticSearchEngine,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticSearchEngine,SemanticSearchEngine(PersistentWorkspaceManager),96,1,,1,4,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticSearchEngine,"FindMethodsByReturnTypeAsync(string, CancellationToken) : Task<List<SearchResult>>",44,14,,31,79,30
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticSearchEngine,"FindTypesByAttributeAsync(string, CancellationToken) : Task<List<SearchResult>>",41,13,,32,103,41
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticSearchEngine,FindAttributedMemberName(SyntaxNode) : string,69,14,,16,36,3
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticTypeHelper, ,67,31,1,7,112,27
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticTypeHelper,IsTaskOrValueTask(ITypeSymbol?) : bool,72,6,,4,15,4
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticTypeHelper,IsHttpClient(ITypeSymbol?) : bool,76,4,,3,13,3
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticTypeHelper,IsSemaphoreSlim(ITypeSymbol?) : bool,76,4,,3,13,3
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticTypeHelper,IsNonMaterializedSequence(ITypeSymbol?) : bool,54,13,,7,47,14
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SemanticTypeHelper,IsRegex(ITypeSymbol?) : bool,76,4,,3,13,3
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SolutionManagementEngine, ,61,6,1,22,72,24
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SolutionManagementEngine,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SolutionManagementEngine,SolutionManagementEngine(PersistentWorkspaceManager),96,1,,1,4,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SolutionManagementEngine,"CreateProjectAsync(string, string, CancellationToken) : Task<DocumentEditResult>",55,3,,15,35,13
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SolutionManagementEngine,"SplitProjectByFolderAsync(string, string, string, CancellationToken) : Task<DocumentEditResult>",59,2,,16,26,10
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine, ,52,232,1,83,1187,442
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,StackOverflowEngine(PersistentWorkspaceManager),96,1,,1,2,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"AnalyzeStackOverflowRisksAsync(FilePath, bool) : Task<StackOverflowReport>",43,7,,24,66,35
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"DetectDirectRecursion(SyntaxNode, FilePath, SemanticModel?) : List<StackOverflowFinding>",44,18,,41,85,28
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"DetectPropertySelfReference(SyntaxNode, FilePath) : List<StackOverflowFinding>",50,13,,23,60,20
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"DetectOverrideCallingSelf(SyntaxNode, FilePath) : List<StackOverflowFinding>",56,7,,20,37,14
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"DetectInFileInheritanceCycles(SyntaxNode, FilePath) : List<StackOverflowFinding>",35,27,,37,152,52
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"DetectCrossFileInheritanceCyclesAsync(SyntaxNode, SemanticModel, Solution, FilePath) : Task<List<StackOverflowFinding>>",38,23,,40,101,43
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"DetectArgumentNotDecreasing(SyntaxNode, SemanticModel, FilePath) : List<StackOverflowFinding>",42,17,,38,96,36
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"DetectCallGraphCycles(SyntaxNode, FilePath) : List<StackOverflowFinding>",52,7,,18,43,19
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"FindMutualRecursion(string, string, List<string>, Dictionary<string, HashSet<string>>, HashSet<string>, HashSet<string>, List<StackOverflowFinding>, MethodDeclarationSyntax, FilePath) : void",51,9,,16,63,21
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"DetectDeepCallChain(SyntaxNode, FilePath, int) : List<StackOverflowFinding>",45,8,,21,62,30
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"DetectMisboundOverloadChains(SyntaxNode, SemanticModel, FilePath) : List<StackOverflowFinding>",33,29,,41,172,59
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"ArgumentReferencesParam(ArgumentSyntax, string) : bool",81,1,,9,4,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"SelfCalls(SyntaxNode, string) : IEnumerable<InvocationExpressionSyntax>",82,1,,6,6,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,GetSimpleInvocationName(InvocationExpressionSyntax) : string?,87,1,,6,8,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"IsInsideConditional(SyntaxNode, SyntaxNode) : bool",69,4,,1,16,6
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"IsEffectivelyGuarded(InvocationExpressionSyntax, MethodDeclarationSyntax) : bool",58,8,,9,35,13
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,IfBodyAlwaysExits(IfStatementSyntax) : bool,87,3,,3,3,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,StatementAlwaysExits(StatementSyntax) : bool,82,3,,6,4,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"SelfIdentifierRefs(SyntaxNode, string) : IEnumerable<IdentifierNameSyntax>",77,6,,11,7,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"IsSelfPropertyAccess(ExpressionSyntax, string) : bool",85,5,,5,5,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"IsIncreasing(string, string) : bool",89,2,,1,3,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"PropertyFinding(string, FilePath, int, string, string) : StackOverflowFinding",90,1,,3,4,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,CollectInvocationNames(SyntaxNode) : HashSet<string>,74,1,,14,12,3
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,CollectReferencedMemberNames(SyntaxNode) : HashSet<string>,59,8,,12,27,11
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"FindMemberSourceAsync(ISymbol, Solution) : Task<SyntaxNode?>",58,6,,13,29,14
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,GetMemberBodyNode(MemberDeclarationSyntax) : SyntaxNode?,78,5,,14,9,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,GetMemberBodyNode(SyntaxNode) : SyntaxNode?,77,6,,13,10,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StackOverflowEngine,"BuildSummary(List<StackOverflowFinding>, FilePath) : string",52,5,,10,33,20
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StandardRefactoringEngine, ,56,25,1,40,142,44
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StandardRefactoringEngine,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StandardRefactoringEngine,StandardRefactoringEngine(PersistentWorkspaceManager),96,1,,1,4,1
