Scope,Project,Namespace,Type,Member,Maintainability Index,Cyclomatic Complexity,Depth of Inheritance,Class Coupling,Lines of Source code,Lines of Executable code
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,AsyncSafetyReport,"AsyncSafetyReport(FilePath, string, string)",100,1,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,AsyncSafetyReport,filePath : FilePath,100,0,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,AsyncSafetyReport,MethodName : string,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,AsyncSafetyReport,Reason : string,100,0,,0,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary, ,100,22,2,3,35,5
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,ChangeId : string,100,2,,0,1,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,ChangeId.get() : string,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,ChangeId.set(string) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,BlobName : string,100,2,,0,1,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,BlobName.get() : string,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,BlobName.set(string) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Succeeded : int,100,2,,0,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Succeeded.get() : int,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Succeeded.set(int) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Skipped : int,100,2,,0,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Skipped.get() : int,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Skipped.set(int) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,RolledBack : int,100,2,,0,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,RolledBack.get() : int,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,RolledBack.set(int) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Failed : int,100,2,,0,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Failed.get() : int,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Failed.set(int) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Attempted : int,100,2,,0,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Attempted.get() : int,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Attempted.set(int) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Failures : List<FailureDetail>,100,2,,2,2,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Failures.get() : List<FailureDetail>,100,1,,2,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Failures.set(List<FailureDetail>) : void,100,1,,2,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Severity : string,100,2,,0,2,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Severity.get() : string,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Severity.set(string) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Directive : string,100,2,,0,1,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Directive.get() : string,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,Directive.set(string) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,BreakerOpen : bool,100,2,,0,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,BreakerOpen.get() : bool,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchResultSummary,BreakerOpen.set(bool) : void,100,1,,0,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTarget, ,100,4,1,0,9,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTarget,FilePath : string,100,2,,0,1,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTarget,FilePath.get() : string,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTarget,FilePath.set(string) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTarget,MethodNames : string[],100,2,,0,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTarget,MethodNames.get() : string[],100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTarget,MethodNames.set(string[]) : void,100,1,,0,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTargetInput, ,91,6,1,2,7,3
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTargetInput,Targets : List<BatchTarget>,100,2,,2,1,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTargetInput,Targets.get() : List<BatchTarget>,100,1,,2,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTargetInput,Targets.set(List<BatchTarget>) : void,100,1,,2,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTargetInput,DryRun : bool,100,2,,0,1,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTargetInput,DryRun.get() : bool,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTargetInput,DryRun.set(bool) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTargetInput,MaxItems : int,100,2,,0,1,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTargetInput,MaxItems.get() : int,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BatchTargetInput,MaxItems.set(int) : void,100,1,,0,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BestInsertionResult, ,88,9,2,2,28,6
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BestInsertionResult,ContainerName : string,100,2,,0,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BestInsertionResult,ContainerName.get() : string,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BestInsertionResult,ContainerName.set(string) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BestInsertionResult,MemberKind : string,100,2,,0,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BestInsertionResult,MemberKind.get() : string,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BestInsertionResult,MemberKind.set(string) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BestInsertionResult,InsertBeforeLine : int,100,2,,0,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BestInsertionResult,InsertBeforeLine.get() : int,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BestInsertionResult,InsertBeforeLine.set(int) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BestInsertionResult,Reason : string,100,2,,0,4,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BestInsertionResult,Reason.get() : string,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BestInsertionResult,Reason.set(string) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BestInsertionResult,"BestInsertionResult(FilePath, string, string, int, string)",72,1,,2,8,5
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BreakerStatusReport, ,100,1,1,0,15,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BreakerStatusReport,"BreakerStatusReport(bool, string, string, int, int, int, double, int, int, int, double, int)",100,1,,0,15,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BreakerStatusReport,Open : bool,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BreakerStatusReport,Severity : string,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BreakerStatusReport,Directive : string,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BreakerStatusReport,ConsecutiveFailureStreak : int,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BreakerStatusReport,TotalAttempts : int,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BreakerStatusReport,TotalFailures : int,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BreakerStatusReport,FailureRatePct : double,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BreakerStatusReport,WeightedRollbackScore : int,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BreakerStatusReport,StreakTripThreshold : int,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BreakerStatusReport,RollbackScoreTripThreshold : int,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BreakerStatusReport,RateTripThresholdPct : double,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BreakerStatusReport,RateMinAttempts : int,100,0,,0,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeAppliedInfo, ,100,3,1,1,27,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeAppliedInfo,"BridgeAppliedInfo(FilePath, string, string)",100,1,,1,27,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeAppliedInfo,FilePath : FilePath,100,0,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeAppliedInfo,MethodName : string,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeAppliedInfo,AsyncMethodName : string,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeAppliedInfo,BeforeSource : string?,100,2,,0,9,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeAppliedInfo,BeforeSource.get() : string?,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeAppliedInfo,BeforeSource.set(string?) : void,100,1,,0,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeBatchResult, ,93,9,2,4,52,4
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeBatchResult,Applied : List<BridgeAppliedInfo>,100,2,,2,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeBatchResult,Applied.get() : List<BridgeAppliedInfo>,100,1,,2,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeBatchResult,Applied.set(List<BridgeAppliedInfo>) : void,100,1,,2,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeBatchResult,Skipped : List<BridgeSkippedInfo>,100,2,,2,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeBatchResult,Skipped.get() : List<BridgeSkippedInfo>,100,1,,2,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeBatchResult,Skipped.set(List<BridgeSkippedInfo>) : void,100,1,,2,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeBatchResult,RemainingCandidates : int,100,2,,0,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeBatchResult,RemainingCandidates.get() : int,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeBatchResult,RemainingCandidates.set(int) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeBatchResult,StopReason : string,100,2,,0,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeBatchResult,StopReason.get() : string,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeBatchResult,StopReason.set(string) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeBatchResult,"BridgeBatchResult(List<BridgeAppliedInfo>, List<BridgeSkippedInfo>, int, string)",75,1,,4,11,4
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeSkippedInfo, ,100,1,1,2,14,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeSkippedInfo,"BridgeSkippedInfo(FilePath, string, string, List<string>)",100,1,,2,14,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeSkippedInfo,FilePath : FilePath,100,0,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeSkippedInfo,MethodName : string,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeSkippedInfo,Reason : string,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,BridgeSkippedInfo,Diagnostics : List<string>,100,0,,1,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CallerInfo, ,100,1,1,0,7,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CallerInfo,"CallerInfo(string, string, string, int, string)",100,1,,0,7,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CallerInfo,CallerMethod : string,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CallerInfo,CallerType : string,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CallerInfo,FilePath : string,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CallerInfo,Line : int,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CallerInfo,CodeSnippet : string,100,0,,0,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CallGraphNode, ,100,1,1,2,7,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CallGraphNode,"CallGraphNode(string, string, string?, Nullable<int>, List<CallGraphNode>)",100,1,,2,7,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CallGraphNode,MethodName : string,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CallGraphNode,ContainingType : string,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CallGraphNode,FilePath : string?,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CallGraphNode,Line : Nullable<int>,100,0,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CallGraphNode,Callees : List<CallGraphNode>,100,0,,1,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CancellationTokenResult, ,100,2,2,2,18,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CancellationTokenResult,Source : SourceTransformResult?,100,2,,1,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CancellationTokenResult,Source.get() : SourceTransformResult?,100,1,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CancellationTokenResult,Source.set(SourceTransformResult?) : void,100,1,,1,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummary, ,96,8,1,1,16,3
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummary,ClassName : string,100,2,,0,1,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummary,ClassName.get() : string,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummary,ClassName.set(string) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummary,ProjectName : string,100,2,,0,1,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummary,ProjectName.get() : string,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummary,ProjectName.set(string) : void,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummary,filePath : FilePath,100,2,,1,1,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummary,filePath.get() : FilePath,100,1,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummary,filePath.set(FilePath) : void,100,1,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummary,Count : int,100,2,,0,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummary,Count.get() : int,100,1,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummary,Count.set(int) : void,100,1,,0,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummarySlim, ,100,1,1,0,8,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummarySlim,"ClassCandidateSummarySlim(string, string, int)",100,1,,0,8,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummarySlim,ClassName : string,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummarySlim,ProjectName : string,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ClassCandidateSummarySlim,Count : int,100,0,,0,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CodeInventoryReport, ,100,1,1,2,8,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CodeInventoryReport,"CodeInventoryReport(FilePath, List<string>, List<string>, List<string>, List<string>, List<string>)",100,1,,2,8,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CodeInventoryReport,filePath : FilePath,100,0,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CodeInventoryReport,Namespaces : List<string>,100,0,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CodeInventoryReport,Classes : List<string>,100,0,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CodeInventoryReport,Interfaces : List<string>,100,0,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CodeInventoryReport,Methods : List<string>,100,0,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,CodeInventoryReport,Properties : List<string>,100,0,,1,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ComprehensiveHealthReport, ,100,1,1,4,7,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ComprehensiveHealthReport,"ComprehensiveHealthReport(int, List<IssueCategoryCount>, List<ProjectHealthSummary>, bool, Nullable<int>, string)",100,1,,4,7,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ComprehensiveHealthReport,TotalIssues : int,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ComprehensiveHealthReport,TotalIssuesByCategory : List<IssueCategoryCount>,100,0,,2,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ComprehensiveHealthReport,ProjectSummaries : List<ProjectHealthSummary>,100,0,,2,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ComprehensiveHealthReport,HasMore : bool,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ComprehensiveHealthReport,NextProjectOffset : Nullable<int>,100,0,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ComprehensiveHealthReport,StatusMessage : string,100,0,,0,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ConsumesAttribute, ,83,3,2,4,19,5
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ConsumesAttribute,Tag : DataTag,100,1,,1,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ConsumesAttribute,Tag.get() : DataTag,100,1,,1,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ConsumesAttribute,"ConsumesAttribute(DataTag, bool)",77,1,,2,5,3
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ConsumesAttribute,Required : bool,100,1,,0,4,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ConsumesAttribute,Required.get() : bool,100,1,,0,1,0
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper, ,58,144,1,52,715,234
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,"FindSnippetPosition(SourceText, string, string?, string?) : int",39,20,,12,107,42
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,"FindSnippetPosition(string, string, string?, string?) : int",74,1,,3,5,3
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,"TryFindSnippetPosition(SourceText, string, string?, string?, string?) : int",66,1,,2,21,7
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,"TryFindSnippetPosition(string, string, string?, string?, string?) : int",74,1,,3,5,3
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,"MatchLine(string, string) : bool",72,3,,1,17,4
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,"AdvanceToLastIdentifier(SyntaxNode, int, int) : int",63,5,,8,25,8
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,"FindNodeAtSnippet(SyntaxNode, SourceText, string, string?, string?) : SyntaxNode",70,1,,3,10,4
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,"FindSymbolAtSnippetAsync(Document, string, string?, string?, CancellationToken) : Task<ISymbol?>",55,4,,13,25,13
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,ReservedKeywords : HashSet<string>,74,0,,3,11,1
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,"GetUniqueVariableName(SyntaxNode, string) : string",49,16,,17,75,21
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,GenerateXmlDocumentation(ISymbol) : string,67,8,,11,63,5
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,"GenerateMethodDocumentation(StringBuilder, IMethodSymbol) : void",59,6,,7,27,11
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,"GeneratePropertyDocumentation(StringBuilder, IPropertySymbol) : void",59,5,,5,27,11
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,"GenerateFieldDocumentation(StringBuilder, IFieldSymbol) : void",77,1,,3,6,3
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,"GenerateTypeDocumentation(StringBuilder, ITypeSymbol) : void",59,5,,4,25,12
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,"GenerateEventDocumentation(StringBuilder, IEventSymbol) : void",77,1,,3,6,3
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,GenerateMethodSummary(IMethodSymbol) : string,48,14,,5,56,25
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,GenerateParameterDescription(IParameterSymbol) : string,52,12,,4,47,17
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,GenerateReturnDescription(IMethodSymbol) : string,56,11,,5,37,14
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,GetTypeDescription(ITypeSymbol) : string,64,7,,1,21,8
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,IsTaskType(ITypeSymbol?) : bool,72,6,,2,10,4
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,MakeFriendlyName(string) : string,62,5,,1,21,9
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,GetPrefixLength(string) : int,67,10,,1,21,5
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,ContextHelper,GetFriendlySymbolDescription(SymbolKind) : string,88,1,,1,12,1
Type,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag, ,100,1,1,0,65,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,SourceFilepath : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,SolutionFilepath : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,ProjectName : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,SymbolHandle : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,SymbolName : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,SymbolKind : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,Signature : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,ClassName : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,MethodName : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,DataType : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,ScanId : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,OperationId : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,SessionId : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,SymbolId : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,ContextSnippet : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,StartLine : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,EndLine : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,LineBefore : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,LineAfter : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,Offset : DataTag,100,0,,0,1,0
Member,RoslynSentinel.Common (Debug),RoslynSentinel.Common,DataTag,ContainerName : DataTag,100,0,,0,1,0
